Product,Customer,Volume,date,datePk,dateYear,dateYearISO,dateMonthYear,dateWeekYearISO,dateQuarterYear,dateMonth,dateDay,dateDaySuffix,dateWeekDay,dateWeekDayName,dateWeekDayNameShort,dateWeekDayNameFirstLetter,dateDayOfYear,dateWeekOfMonth,dateWeekOfYear,dateWeekOfYearISO,dateMonthName,dateMonthNameShort,dateMonthNameFirstLetter,dateQuarter,dateQuarterName,dateQuarterShort,dateIsWeekend,dateIsHolidayInd,dateWeekDayStartsMonday,dateWeekDayNamePL,dateMonthNamePL,dateWeekOfYearStartsMonday,firstDayWorkBefore,firstDayWorkAfter,firstDayNoHolidayNoSaturdayAfter,firstDayNoHolidayNoSundayAfter,firstDayNoHolidayNoSaturdayAfterData,firstDayNoSaturdayNoHolidayOrSundayHolidayName,firstDayNoSaturdayNoHolidayOrSundayHolidayIsHoliday,firstDayNoSaturdayNoHolidayOrSundayHoliday,isThuHolyday,isFriHolyday,isSatHolyday,isWeekendParcelServiceBreakInd,courierBillingPeriodDateFk,courierBillingPeriodStartDateFk,courierBillingPeriodEndDateFk,xlsDate,dwhDateFrom,dwhDateTo,dwhCurrRec,dwhAuditCd,dwhAuditCp,dwhAuditMd,dwhAuditMp,Orders,Nazwa stacji,Maksymalna temperatura dobowa,Minimalna temperatura dobowa,Srednia temperatura dobowa,Suma dobowa opadow [mm],Pokrywa sniegu [cm]
APM,X,2401.3014521263176,2021-01-01,20210101,2021,2020,1.2021,T53-2020,Q1-2021,1,1,st,6,Friday,FRI,F,1,1,1,53,January,JAN,J,1,First,Qtr 1,0,1,5,Piątek,Styczeń,1,20201230,20210104,20210103,20210102,20210103,SUN,0,20210103,1,1,0,0.0,20210101,20210101,20210115,44197,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,0.5,-1.2,-0.5,0.0,0
APM,X,2401.3014521263176,2021-01-01,20210101,2021,2020,1.2021,T53-2020,Q1-2021,1,1,st,6,Friday,FRI,F,1,1,1,53,January,JAN,J,1,First,Qtr 1,0,1,5,Piątek,Styczeń,1,20201230,20210104,20210103,20210102,20210103,SUN,0,20210103,1,1,0,0.0,20210101,20210101,20210115,44197,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,0.9,-1.2,-0.2,0.0,0
APM,X,20195.515269083353,2021-01-02,20210102,2021,2020,1.2021,T53-2020,Q1-2021,1,2,nd,7,Saturday,SAT,S,2,1,1,53,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,1,20201230,20210104,20210103,20210104,20210103,SUN,0,20210103,1,1,0,1.0,20210101,20210101,20210115,44198,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,4.4,-1.6,0.8,0.0,0
APM,X,20195.515269083353,2021-01-02,20210102,2021,2020,1.2021,T53-2020,Q1-2021,1,2,nd,7,Saturday,SAT,S,2,1,1,53,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,1,20201230,20210104,20210103,20210104,20210103,SUN,0,20210103,1,1,0,1.0,20210101,20210101,20210115,44198,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,1.2,-0.9,0.3,0.0,0
APM,X,63561.70263960316,2021-01-03,20210103,2021,2020,1.2021,T53-2020,Q1-2021,1,3,rd,1,Sunday,SUN,S,3,2,2,53,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,1,20201230,20210104,20210104,20210104,20210104,MON,0,20210104,0,0,0,0.0,20210101,20210101,20210115,44199,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,4.0,-0.9,1.1,0.0,0
APM,X,63561.70263960316,2021-01-03,20210103,2021,2020,1.2021,T53-2020,Q1-2021,1,3,rd,1,Sunday,SUN,S,3,2,2,53,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,1,20201230,20210104,20210104,20210104,20210104,MON,0,20210104,0,0,0,0.0,20210101,20210101,20210115,44199,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,2.4,0.8,1.2,0.0,0
APM,X,40310.64562210102,2021-01-04,20210104,2021,2021,1.2021,T1-2021,Q1-2021,1,4,th,2,Monday,MON,M,4,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,2,20201230,20210105,20210105,20210105,20210105,TUE,0,20210105,0,0,0,0.0,20210101,20210101,20210115,44200,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,4.9,-0.7,1.7,7.1,0
APM,X,40310.64562210102,2021-01-04,20210104,2021,2021,1.2021,T1-2021,Q1-2021,1,4,th,2,Monday,MON,M,4,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,2,20201230,20210105,20210105,20210105,20210105,TUE,0,20210105,0,0,0,0.0,20210101,20210101,20210115,44200,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,3.4,0.5,2.2,0.0,0
APM,X,54800.87913714957,2021-01-05,20210105,2021,2021,1.2021,T1-2021,Q1-2021,1,5,th,3,Tuesday,TUE,T,5,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,2,20210104,20210107,20210107,20210107,20210107,THU,0,20210107,0,0,0,0.0,20210101,20210101,20210115,44201,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,3.7,1.4,2.5,4.3,0
APM,X,54800.87913714957,2021-01-05,20210105,2021,2021,1.2021,T1-2021,Q1-2021,1,5,th,3,Tuesday,TUE,T,5,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,2,20210104,20210107,20210107,20210107,20210107,THU,0,20210107,0,0,0,0.0,20210101,20210101,20210115,44201,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,4.0,1.5,2.8,0.0,0
APM,X,5476.212995014767,2021-01-06,20210106,2021,2021,1.2021,T1-2021,Q1-2021,1,6,th,4,Wednesday,WED,W,6,2,2,1,January,JAN,J,1,First,Qtr 1,0,1,3,Środa,Styczeń,2,20210105,20210107,20210107,20210107,20210107,THU,0,20210107,0,0,0,0.0,20210101,20210101,20210115,44202,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,3.7,-0.4,1.3,1.9,0
APM,X,5476.212995014767,2021-01-06,20210106,2021,2021,1.2021,T1-2021,Q1-2021,1,6,th,4,Wednesday,WED,W,6,2,2,1,January,JAN,J,1,First,Qtr 1,0,1,3,Środa,Styczeń,2,20210105,20210107,20210107,20210107,20210107,THU,0,20210107,0,0,0,0.0,20210101,20210101,20210115,44202,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,2.1,0.8,1.3,0.0,0
APM,X,100510.04954943842,2021-01-07,20210107,2021,2021,1.2021,T1-2021,Q1-2021,1,7,th,5,Thursday,THU,T,7,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,4,Czwartek,Styczeń,2,20210105,20210108,20210108,20210108,20210108,FRI,0,20210108,0,0,0,0.0,20210101,20210101,20210115,44203,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,2.3,0.7,1.3,0.3,0
APM,X,100510.04954943842,2021-01-07,20210107,2021,2021,1.2021,T1-2021,Q1-2021,1,7,th,5,Thursday,THU,T,7,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,4,Czwartek,Styczeń,2,20210105,20210108,20210108,20210108,20210108,FRI,0,20210108,0,0,0,0.0,20210101,20210101,20210115,44203,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,2.4,0.5,1.2,0.0,0
APM,X,64946.94076447927,2021-01-08,20210108,2021,2021,1.2021,T1-2021,Q1-2021,1,8,th,6,Friday,FRI,F,8,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,5,Piątek,Styczeń,2,20210107,20210111,20210110,20210109,20210110,SUN,0,20210110,0,0,0,0.0,20210101,20210101,20210115,44204,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,3.6,-1.3,0.3,0.0,0
APM,X,64946.94076447927,2021-01-08,20210108,2021,2021,1.2021,T1-2021,Q1-2021,1,8,th,6,Friday,FRI,F,8,2,2,1,January,JAN,J,1,First,Qtr 1,0,0,5,Piątek,Styczeń,2,20210107,20210111,20210110,20210109,20210110,SUN,0,20210110,0,0,0,0.0,20210101,20210101,20210115,44204,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,1.4,0.2,0.6,0.0,0
APM,X,18085.120530518736,2021-01-09,20210109,2021,2021,1.2021,T1-2021,Q1-2021,1,9,th,7,Saturday,SAT,S,9,2,2,1,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,2,20210108,20210111,20210110,20210111,20210110,SUN,0,20210110,0,0,0,0.0,20210101,20210101,20210115,44205,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,2.8,-1.6,0.2,0.0,0
APM,X,18085.120530518736,2021-01-09,20210109,2021,2021,1.2021,T1-2021,Q1-2021,1,9,th,7,Saturday,SAT,S,9,2,2,1,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,2,20210108,20210111,20210110,20210111,20210110,SUN,0,20210110,0,0,0,0.0,20210101,20210101,20210115,44205,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,0.5,-0.6,-0.2,0.0,0
APM,X,59664.10354974293,2021-01-10,20210110,2021,2021,1.2021,T1-2021,Q1-2021,1,10,th,1,Sunday,SUN,S,10,3,3,1,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,2,20210108,20210111,20210111,20210111,20210111,MON,0,20210111,0,0,0,0.0,20210101,20210101,20210115,44206,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,2.9,-2.7,-0.8,0.0,0
APM,X,59664.10354974293,2021-01-10,20210110,2021,2021,1.2021,T1-2021,Q1-2021,1,10,th,1,Sunday,SUN,S,10,3,3,1,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,2,20210108,20210111,20210111,20210111,20210111,MON,0,20210111,0,0,0,0.0,20210101,20210101,20210115,44206,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,0.6,-0.5,0.1,0.0,0
APM,X,42985.220016315994,2021-01-11,20210111,2021,2021,1.2021,T2-2021,Q1-2021,1,11,th,2,Monday,MON,M,11,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,3,20210108,20210112,20210112,20210112,20210112,TUE,0,20210112,0,0,0,0.0,20210101,20210101,20210115,44207,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,1.8,-6.3,-3.4,0.0,0
APM,X,42985.220016315994,2021-01-11,20210111,2021,2021,1.2021,T2-2021,Q1-2021,1,11,th,2,Monday,MON,M,11,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,3,20210108,20210112,20210112,20210112,20210112,TUE,0,20210112,0,0,0,0.0,20210101,20210101,20210115,44207,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,1.8,-1.3,-0.4,0.0,0
APM,X,79995.3458933379,2021-01-12,20210112,2021,2021,1.2021,T2-2021,Q1-2021,1,12,th,3,Tuesday,TUE,T,12,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,3,20210111,20210113,20210113,20210113,20210113,WED,0,20210113,0,0,0,0.0,20210101,20210101,20210115,44208,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,3.5,-8.0,-2.5,2.5,0
APM,X,79995.3458933379,2021-01-12,20210112,2021,2021,1.2021,T2-2021,Q1-2021,1,12,th,3,Tuesday,TUE,T,12,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,3,20210111,20210113,20210113,20210113,20210113,WED,0,20210113,0,0,0,0.0,20210101,20210101,20210115,44208,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,0.6,-3.5,-1.6,0.0,0
APM,X,131368.99099180594,2021-01-13,20210113,2021,2021,1.2021,T2-2021,Q1-2021,1,13,th,4,Wednesday,WED,W,13,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,3,Środa,Styczeń,3,20210112,20210114,20210114,20210114,20210114,THU,0,20210114,0,0,0,0.0,20210101,20210101,20210115,44209,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,2.3,-0.8,0.4,8.9,4
APM,X,131368.99099180594,2021-01-13,20210113,2021,2021,1.2021,T2-2021,Q1-2021,1,13,th,4,Wednesday,WED,W,13,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,3,Środa,Styczeń,3,20210112,20210114,20210114,20210114,20210114,THU,0,20210114,0,0,0,0.0,20210101,20210101,20210115,44209,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,0.3,-1.4,-0.6,0.0,0
APM,X,115464.23127619711,2021-01-14,20210114,2021,2021,1.2021,T2-2021,Q1-2021,1,14,th,5,Thursday,THU,T,14,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,4,Czwartek,Styczeń,3,20210113,20210115,20210115,20210115,20210115,FRI,0,20210115,0,0,0,0.0,20210101,20210101,20210115,44210,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,1.3,-1.1,-0.2,2.9,15
APM,X,115464.23127619711,2021-01-14,20210114,2021,2021,1.2021,T2-2021,Q1-2021,1,14,th,5,Thursday,THU,T,14,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,4,Czwartek,Styczeń,3,20210113,20210115,20210115,20210115,20210115,FRI,0,20210115,0,0,0,0.0,20210101,20210101,20210115,44210,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,0.1,-4.0,-2.2,0.0,0
APM,X,52636.75157469399,2021-01-15,20210115,2021,2021,1.2021,T2-2021,Q1-2021,1,15,th,6,Friday,FRI,F,15,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,5,Piątek,Styczeń,3,20210114,20210118,20210117,20210116,20210117,SUN,0,20210117,0,0,0,0.0,20210101,20210101,20210115,44211,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,-0.2,-4.9,-3.3,3.5,14
APM,X,52636.75157469399,2021-01-15,20210115,2021,2021,1.2021,T2-2021,Q1-2021,1,15,th,6,Friday,FRI,F,15,3,3,2,January,JAN,J,1,First,Qtr 1,0,0,5,Piątek,Styczeń,3,20210114,20210118,20210117,20210116,20210117,SUN,0,20210117,0,0,0,0.0,20210101,20210101,20210115,44211,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,-4.0,-8.2,-6.8,0.0,0
APM,X,17327.289855535622,2021-01-16,20210116,2021,2021,1.2021,T2-2021,Q1-2021,1,16,th,7,Saturday,SAT,S,16,3,3,2,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,3,20210115,20210118,20210117,20210118,20210117,SUN,0,20210117,0,0,0,0.0,20210116,20210116,20210131,44212,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,-2.2,-6.8,-5.0,2.5,13
APM,X,17327.289855535622,2021-01-16,20210116,2021,2021,1.2021,T2-2021,Q1-2021,1,16,th,7,Saturday,SAT,S,16,3,3,2,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,3,20210115,20210118,20210117,20210118,20210117,SUN,0,20210117,0,0,0,0.0,20210116,20210116,20210131,44212,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,-2.5,-10.6,-7.3,0.0,0
APM,X,33702.7867610343,2021-01-17,20210117,2021,2021,1.2021,T2-2021,Q1-2021,1,17,th,1,Sunday,SUN,S,17,4,4,2,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,3,20210115,20210118,20210118,20210118,20210118,MON,0,20210118,0,0,0,0.0,20210116,20210116,20210131,44213,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,-4.4,-11.1,-8.9,0.3,15
APM,X,33702.7867610343,2021-01-17,20210117,2021,2021,1.2021,T2-2021,Q1-2021,1,17,th,1,Sunday,SUN,S,17,4,4,2,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,3,20210115,20210118,20210118,20210118,20210118,MON,0,20210118,0,0,0,0.0,20210116,20210116,20210131,44213,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,-6.1,-15.2,-12.6,0.0,0
APM,X,-501.0724839986404,2021-01-18,20210118,2021,2021,1.2021,T3-2021,Q1-2021,1,18,th,2,Monday,MON,M,18,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,4,20210115,20210119,20210119,20210119,20210119,TUE,0,20210119,0,0,0,0.0,20210116,20210116,20210131,44214,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,-6.0,-11.0,-9.0,4.5,14
APM,X,-501.0724839986404,2021-01-18,20210118,2021,2021,1.2021,T3-2021,Q1-2021,1,18,th,2,Monday,MON,M,18,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,4,20210115,20210119,20210119,20210119,20210119,TUE,0,20210119,0,0,0,0.0,20210116,20210116,20210131,44214,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,-12.8,-17.5,-15.7,0.0,0
APM,X,50183.11966388638,2021-01-19,20210119,2021,2021,1.2021,T3-2021,Q1-2021,1,19,th,3,Tuesday,TUE,T,19,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,4,20210118,20210120,20210120,20210120,20210120,WED,0,20210120,0,0,0,0.0,20210116,20210116,20210131,44215,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,2.4,-8.4,-2.3,1.3,16
APM,X,50183.11966388638,2021-01-19,20210119,2021,2021,1.2021,T3-2021,Q1-2021,1,19,th,3,Tuesday,TUE,T,19,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,4,20210118,20210120,20210120,20210120,20210120,WED,0,20210120,0,0,0,0.0,20210116,20210116,20210131,44215,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,-5.6,-17.0,-10.2,0.0,0
APM,X,189000.90465948152,2021-01-20,20210120,2021,2021,1.2021,T3-2021,Q1-2021,1,20,th,4,Wednesday,WED,W,20,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,3,Środa,Styczeń,4,20210119,20210121,20210121,20210121,20210121,THU,0,20210121,0,0,0,0.0,20210116,20210116,20210131,44216,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,9.4,0.0,3.2,0.0,13
APM,X,189000.90465948152,2021-01-20,20210120,2021,2021,1.2021,T3-2021,Q1-2021,1,20,th,4,Wednesday,WED,W,20,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,3,Środa,Styczeń,4,20210119,20210121,20210121,20210121,20210121,THU,0,20210121,0,0,0,0.0,20210116,20210116,20210131,44216,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,3.0,-5.6,-0.6,0.0,0
APM,X,171798.4438959342,2021-01-21,20210121,2021,2021,1.2021,T3-2021,Q1-2021,1,21,st,5,Thursday,THU,T,21,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,4,Czwartek,Styczeń,4,20210120,20210122,20210122,20210122,20210122,FRI,0,20210122,0,0,0,0.0,20210116,20210116,20210131,44217,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,10.2,-3.4,1.3,0.0,9
APM,X,171798.4438959342,2021-01-21,20210121,2021,2021,1.2021,T3-2021,Q1-2021,1,21,st,5,Thursday,THU,T,21,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,4,Czwartek,Styczeń,4,20210120,20210122,20210122,20210122,20210122,FRI,0,20210122,0,0,0,0.0,20210116,20210116,20210131,44217,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,5.9,-2.5,0.7,0.0,0
APM,X,126941.67069178862,2021-01-22,20210122,2021,2021,1.2021,T3-2021,Q1-2021,1,22,nd,6,Friday,FRI,F,22,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,5,Piątek,Styczeń,4,20210121,20210125,20210124,20210123,20210124,SUN,0,20210124,0,0,0,0.0,20210116,20210116,20210131,44218,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,12.3,-2.2,3.9,0.7,8
APM,X,126941.67069178862,2021-01-22,20210122,2021,2021,1.2021,T3-2021,Q1-2021,1,22,nd,6,Friday,FRI,F,22,4,4,3,January,JAN,J,1,First,Qtr 1,0,0,5,Piątek,Styczeń,4,20210121,20210125,20210124,20210123,20210124,SUN,0,20210124,0,0,0,0.0,20210116,20210116,20210131,44218,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,7.7,-1.0,2.7,0.0,0
APM,X,36085.62734630357,2021-01-23,20210123,2021,2021,1.2021,T3-2021,Q1-2021,1,23,rd,7,Saturday,SAT,S,23,4,4,3,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,4,20210122,20210125,20210124,20210125,20210124,SUN,0,20210124,0,0,0,0.0,20210116,20210116,20210131,44219,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,10.3,1.0,5.3,0.1,5
APM,X,36085.62734630357,2021-01-23,20210123,2021,2021,1.2021,T3-2021,Q1-2021,1,23,rd,7,Saturday,SAT,S,23,4,4,3,January,JAN,J,1,First,Qtr 1,1,0,6,Sobota,Styczeń,4,20210122,20210125,20210124,20210125,20210124,SUN,0,20210124,0,0,0,0.0,20210116,20210116,20210131,44219,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,5.3,-0.5,2.5,0.0,0
APM,X,107751.17036240331,2021-01-24,20210124,2021,2021,1.2021,T3-2021,Q1-2021,1,24,th,1,Sunday,SUN,S,24,5,5,3,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,4,20210122,20210125,20210125,20210125,20210125,MON,0,20210125,0,0,0,0.0,20210116,20210116,20210131,44220,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,7.1,1.6,3.5,0.0,3
APM,X,107751.17036240331,2021-01-24,20210124,2021,2021,1.2021,T3-2021,Q1-2021,1,24,th,1,Sunday,SUN,S,24,5,5,3,January,JAN,J,1,First,Qtr 1,1,0,7,Niedziela,Styczeń,4,20210122,20210125,20210125,20210125,20210125,MON,0,20210125,0,0,0,0.0,20210116,20210116,20210131,44220,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,4.6,0.6,1.7,0.0,0
APM,X,55447.215715680606,2021-01-25,20210125,2021,2021,1.2021,T4-2021,Q1-2021,1,25,th,2,Monday,MON,M,25,5,5,4,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,5,20210122,20210126,20210126,20210126,20210126,TUE,0,20210126,0,0,0,0.0,20210116,20210116,20210131,44221,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,3.1,0.2,1.3,0.8,0
APM,X,55447.215715680606,2021-01-25,20210125,2021,2021,1.2021,T4-2021,Q1-2021,1,25,th,2,Monday,MON,M,25,5,5,4,January,JAN,J,1,First,Qtr 1,0,0,1,Poniedziałek,Styczeń,5,20210122,20210126,20210126,20210126,20210126,TUE,0,20210126,0,0,0,0.0,20210116,20210116,20210131,44221,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,1.1,-0.5,0.3,0.0,0
APM,X,73952.27396013947,2021-01-26,20210126,2021,2021,1.2021,T4-2021,Q1-2021,1,26,th,3,Tuesday,TUE,T,26,5,5,4,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,5,20210125,20210127,20210127,20210127,20210127,WED,0,20210127,0,0,0,0.0,20210116,20210116,20210131,44222,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,1.9,-1.7,-0.4,1.0,2
APM,X,73952.27396013947,2021-01-26,20210126,2021,2021,1.2021,T4-2021,Q1-2021,1,26,th,3,Tuesday,TUE,T,26,5,5,4,January,JAN,J,1,First,Qtr 1,0,0,2,Wtorek,Styczeń,5,20210125,20210127,20210127,20210127,20210127,WED,0,20210127,0,0,0,0.0,20210116,20210116,20210131,44222,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,WARSZAWA,1.2,0.0,0.5,0.0,0
APM,X,138001.49762190547,2021-01-27,20210127,2021,2021,1.2021,T4-2021,Q1-2021,1,27,th,4,Wednesday,WED,W,27,5,5,4,January,JAN,J,1,First,Qtr 1,0,0,3,Środa,Styczeń,5,20210126,20210128,20210128,20210128,20210128,THU,0,20210128,0,0,0,0.0,20210116,20210116,20210131,44223,1900-01-01,9999-12-31,1,2020-07-03 13:51:15.673,1904719,2020-07-03 13:51:15.673,1904719,,KRAKOW,0.8,-1.9,-0.6,0.8,3
